id,yield
15101,5201.849358798925
15102,6340.725217065595
15103,4780.100337912606
15104,6159.66053837743
15105,5675.822060616238
15106,4138.848356683562
15107,4256.165656688254
15108,8220.77796050199
15109,7105.233367219534
15110,5800.634281873944
15111,5352.774874579518
15112,8004.373793501426
15113,3713.0503453499996
15114,5341.798522359572
15115,5612.5210704988895
15116,4859.749249801761
15117,7180.378510069663
15118,5290.958010321573
15119,7342.075866496375
15120,6426.062019921102
15121,7107.177289359633
15122,6273.414186687302
15123,7022.643918143059
15124,5287.649885992882
15125,7161.694464041017
15126,6158.47212843491
15127,6446.835734013982
15128,5646.50617748432
15129,4231.333625579636
15130,5743.239939367984
15131,5447.753784870988
15132,6990.409607096476
15133,7036.256444816526
15134,6534.225466524175
15135,7334.852103022397
15136,6584.302078213942
15137,7062.309181046944
15138,7352.794910085874
15139,5954.225883253995
15140,7207.319683894332
15141,5252.802751962384
15142,6747.301435381692
15143,7625.320003152247
15144,5879.0869217282525
15145,5923.030697752558
15146,4186.890005601328
15147,7994.020631881297
15148,7738.456527575195
15149,5296.736038232647
15150,6049.20230897826
15151,7515.560186537522
15152,6929.470893213923
15153,6214.606415078116
15154,7854.082211578706
15155,5438.015797579743
15156,3991.3942844301982
15157,5306.943398611122
15158,6125.2605168804175
15159,6886.782259127632
15160,6200.667869790827
15161,7053.283616426047
15162,6742.991918488372
15163,8119.970608057899
15164,4459.499282077773
15165,4299.246309687434
15166,5667.167888687919
15167,7565.835293507681
15168,5076.5484407267295
15169,7101.879413519585
15170,5050.8523361959515
15171,7359.088451182445
15172,4421.486790720701
15173,6139.176263948705
15174,8018.218903215634
15175,6668.340748818379
15176,7629.226995140724
15177,4467.428131524876
15178,4214.77217091688
15179,6311.662431354766
15180,6784.165432753764
15181,4236.292101285671
15182,8047.127724354165
15183,5507.803750944826
15184,5529.07907546161
15185,6944.0327621723345
15186,6050.838989831424
15187,6653.444740528271
15188,3073.0994812406198
15189,4767.122904732093
15190,5024.857758726744
15191,5610.45466527736
15192,4264.735876003203
15193,6773.057210294212
15194,7406.811746218126
15195,7153.694598681371
15196,7333.014389557374
15197,4349.810852535697
15198,5765.714224916051
15199,6005.908396405016
15200,4317.82172069565
15201,7077.705257024037
15202,5190.926193607405
15203,5589.32747012621
15204,6944.740339822211
15205,4652.333202957953
15206,8127.874633514722
15207,6170.887551069975
15208,5138.1063020232605
15209,4415.647245226253
15210,8073.516575711051
15211,5921.990395875887
15212,5527.713166572851
15213,5247.1927003104465
15214,5863.993266881914
15215,4765.193823833332
15216,7403.029147120075
15217,6814.245995616938
15218,6384.119580567599
15219,6691.601546112265
15220,6548.413874677654
15221,6064.407800010643
15222,6753.627330381928
15223,5791.729269581335
15224,6830.320355160028
15225,6169.210737506527
15226,6678.129402770345
15227,4482.762234752602
15228,5516.459549626991
15229,5300.632588670617
15230,6765.117922563656
15231,4346.269573951972
15232,5328.694871788652
15233,6039.862778169784
15234,5676.686856273338
15235,6181.749888904157
15236,7961.848238534904
15237,4143.767539551441
15238,3515.9920365063253
15239,4420.214700905223
15240,7601.323403455982
15241,4121.008216064444
15242,6170.26495078971
15243,6888.173079387899
15244,5753.224641703088
15245,6553.944915867657
15246,4567.447458058808
15247,7687.986708775296
15248,6617.650540607267
15249,5100.9530709793535
15250,5470.235287212946
15251,6414.784716588217
15252,5656.830136706218
15253,4354.824879579517
15254,7323.788381336347
15255,5401.541556364787
15256,5215.68688263307
15257,7906.9278736909355
15258,5942.252009189455
15259,5842.500289849605
15260,8261.222799074047
15261,5903.621826066712
15262,5229.4012240584725
15263,6228.7490670009765
15264,7261.78283027294
15265,7191.546525928369
15266,5833.50894414867
15267,6401.7966938948275
15268,4574.629424854717
15269,7875.760325448823
15270,2477.730701588769
15271,4822.876765288475
15272,5907.025334933266
15273,4825.575647968919
15274,6079.3593551756285
15275,8241.594344863617
15276,6465.064187454359
15277,6009.423209637956
15278,6822.244559305304
15279,6096.226067520736
15280,7880.605237703891
15281,4701.711494107282
15282,7447.4603727968415
15283,2800.0519484127153
15284,3869.204142295135
15285,3703.015640702364
15286,7236.148052347499
15287,6363.6698917644435
15288,5329.419754142585
15289,4828.4047669674155
15290,6596.565228737626
15291,4108.73207118891
15292,4700.395042968078
15293,6609.941875105028
15294,6882.095347923793
15295,6405.738550782883
15296,8019.8218766700475
15297,6888.5137634901885
15298,5911.694455224895
15299,6471.381592293209
15300,4811.73241894247
15301,7669.205586903871
15302,6978.487153596113
15303,3497.703090906857
15304,6621.364335895666
15305,7356.827085493766
15306,8135.516928833439
15307,6482.7213611914785
15308,5348.168090289268
15309,4716.706237140981
15310,5060.63553393933
15311,7372.528169447142
15312,8471.445985641752
15313,5094.943596246995
15314,6138.7847372903625
15315,5727.30364258896
15316,6601.8559062783015
15317,8584.165778528652
15318,3194.070669651749
15319,6096.659769889303
15320,5395.303512317136
15321,5568.065363419477
15322,7682.450351554108
15323,5281.537266815523
15324,4101.953729726222
15325,7769.116159969014
15326,5396.810732844989
15327,6297.476338203315
15328,4232.7816260006775
15329,6423.360989516655
15330,6652.5983048036005
15331,4842.365501459843
15332,4449.468781827749
15333,7777.638604219818
15334,7145.127631266342
15335,5119.581139017361
15336,7342.944079979298
15337,7723.573934771089
15338,6962.424109508714
15339,4258.694026802453
15340,6776.685689246814
15341,5312.797696219728
15342,5485.903852902079
15343,4548.604991893678
15344,5203.064143338612
15345,6817.892078752418
15346,7328.471114652838
15347,3439.3418460332005
15348,5676.019764838674
15349,7132.995180496081
15350,6326.487810766276
15351,5620.720685958238
15352,6180.965761245449
15353,5601.952429016184
15354,7839.263277967685
15355,4577.81524493293
15356,7765.69775854465
15357,8106.877147283728
15358,6655.796489630014
15359,5268.594834304681
15360,6631.45900388746
15361,6601.227633364652
15362,7078.965627300045
15363,4313.581314505975
15364,5558.965809095582
15365,4230.868159933623
15366,6344.681125184293
15367,6797.819571332225
15368,6127.262397133547
15369,4718.13711082413
15370,7959.0400185022145
15371,7357.3156856922715
15372,7224.738224071755
15373,5696.711445874308
15374,4273.041785602156
15375,6222.289529028895
15376,6967.540726790176
15377,4652.048118654233
15378,5312.701749924088
15379,5597.966364754931
15380,7437.573581816284
15381,8291.716066461806
15382,4287.379345224221
15383,7803.047254416218
15384,4716.220224228588
15385,7234.1242933069325
15386,7304.527209096533
15387,6475.345457314484
15388,3596.568432789897
15389,5116.828842693211
15390,5796.405736896771
15391,6385.943554512281
15392,6166.213560564648
15393,6224.629602855925
15394,7650.0623870564
15395,7441.069926823907
15396,5466.1980569573525
15397,7996.000306667295
15398,6445.037978406918
15399,4630.0148993687335
15400,6678.444382131797
15401,6038.665463488361
15402,4511.98396739337
15403,6748.309981484918
15404,7030.881978106102
15405,4705.5333302575655
15406,7396.346148711046
15407,3569.4994257298777
15408,4276.926822149247
15409,7441.0023674416725
15410,6013.860638458086
15411,6419.308201036502
15412,5364.2789766841925
15413,4564.550738618733
15414,8426.087988470015
15415,5484.306673890535
15416,7007.173185701401
15417,7105.979387766353
15418,6019.6572113744005
15419,6093.310093472757
15420,7415.7360780931185
15421,3748.844347847331
15422,7665.9171293334175
15423,3916.0123870143325
15424,6088.349256877685
15425,7396.128912562509
15426,6337.081657526712
15427,8484.81077244183
15428,3982.9171592288703
15429,6151.388736349511
15430,5847.487109422837
15431,7042.776200636817
15432,7422.846145345738
15433,6067.306159781677
15434,6322.2936263561705
15435,7485.83051501209
15436,3201.747842383422
15437,4984.172087342297
15438,4450.53251451272
15439,5746.423502611712
15440,5618.024854757172
15441,5980.374053544649
15442,6909.704420401534
15443,5877.808042846585
15444,6499.256319000454
15445,5583.079474114697
15446,5712.765381299209
15447,7890.917081531522
15448,6643.588008296002
15449,4665.978512491387
15450,7530.798231211254
15451,7194.376744998896
15452,7498.99295278461
15453,7345.983008858878
15454,6340.36343614984
15455,6970.842711979957
15456,6862.8919558199495
15457,3095.9198340819994
15458,7762.190729052582
15459,8406.194744342793
15460,6129.441721194088
15461,7321.720286967705
15462,5646.99877818295
15463,6996.95265009048
15464,8163.598819978301
15465,3034.995867397617
15466,8088.695201984973
15467,3364.5986782827185
15468,5723.576547962762
15469,6684.461331468811
15470,5958.557728431847
15471,5253.509637681092
15472,8222.73762813496
15473,7725.129431595985
15474,8242.362265978874
15475,4735.437589418389
15476,4871.207613191024
15477,7768.948563489658
15478,4915.239378202899
15479,6890.38614410842
15480,5213.408596719422
15481,6152.034045080573
15482,7176.463949966234
15483,7062.9630803920345
15484,6063.638314561528
15485,4964.02331228356
15486,7330.363545036152
15487,5541.410725472206
15488,5851.284475998614
15489,4193.119716348841
15490,6109.094752091334
15491,7764.250077111304
15492,8370.585161403753
15493,6499.7775981449095
15494,4878.345180871779
15495,7219.241191747483
15496,7136.250307492694
15497,5921.131996064697
15498,6490.241979229401
15499,5871.339997677785
15500,6614.542847474687
15501,5836.191407069754
15502,8170.705325716083
15503,7233.648635887782
15504,7460.185610682859
15505,5910.974236873867
15506,7691.312453403179
15507,6822.021971042169
15508,5880.214906589627
15509,4228.887599643012
15510,7394.174464426166
15511,6998.689565734047
15512,6185.205716736439
15513,6264.969215279821
15514,7502.182102042455
15515,6931.3424012021815
15516,6467.223320993483
15517,7451.361764176368
15518,7036.342514745996
15519,8060.447897697907
15520,6257.686936504323
15521,7304.228953620518
15522,7899.396887249105
15523,2949.7950174430944
15524,6397.068833174474
15525,2996.909046397481
15526,6811.02895908632
15527,5990.997359120792
15528,7331.573947015019
15529,8291.136685857076
15530,4370.46443826442
15531,5814.31059835208
15532,6498.4704499004465
15533,8426.648917655213
15534,6145.5824943872785
15535,3377.6226365573875
15536,6832.53701544004
15537,5914.3229821188625
15538,6272.606281619967
15539,6768.158064247406
15540,6086.866864805432
15541,7462.154905196529
15542,7082.210822212507
15543,5009.0818196164855
15544,5923.497616775679
15545,6378.242573120785
15546,5020.515569011107
15547,7012.30948376741
15548,6435.53340511734
15549,5609.934325830892
15550,6545.4947209033935
15551,5422.2874497026605
15552,5135.5061189279395
15553,5572.453521980748
15554,7595.566752108342
15555,6274.061411881056
15556,5544.574381472387
15557,8445.002656368226
15558,6336.918468942896
15559,8280.415991004415
15560,5457.196530543652
15561,3306.7009104187428
15562,4221.055847981677
15563,6131.804885020444
15564,4746.026383194939
15565,5853.2175651902835
15566,4780.98580599961
15567,4221.890443967913
15568,3329.0793381334597
15569,4430.735184212738
15570,4014.2716487500675
15571,6301.433342249668
15572,4380.196299964028
15573,3305.81911191321
15574,5656.347374962449
15575,3836.0014568423267
15576,7125.193050735311
15577,7202.046679500706
15578,7884.440784089084
15579,5896.949944104274
15580,7431.11072589081
15581,6466.078695194027
15582,7911.6317233097025
15583,6077.230924385058
15584,6518.008310146331
15585,4624.741423843678
15586,7155.740112246501
15587,4887.739012126914
15588,5898.600520919166
15589,5903.146686693944
15590,6946.2843901478
15591,5602.106676543106
15592,4828.138792745235
15593,5833.579291855063
15594,7443.706561921807
15595,5756.482106229768
15596,6687.903823718837
15597,6917.338907553639
15598,6714.989640440431
15599,4281.0325852173655
15600,7795.232771887951
15601,4350.408273885674
15602,5485.354967476896
15603,7659.145362109993
15604,6786.386011923142
15605,6325.705516310199
15606,6759.058737195052
15607,6415.972170439284
15608,4357.318674773429
15609,6121.116363843431
15610,6430.070005158402
15611,6906.954375137838
15612,8052.621046837715
15613,8188.289698683092
15614,6410.012744455821
15615,6031.817718599818
15616,7426.099084005379
15617,7076.291381509524
15618,6186.246898600685
15619,5039.503803457615
15620,6518.245375399288
15621,6054.971968330728
15622,5057.454887770589
15623,4376.003450210027
15624,3891.3308789186167
15625,5122.46104877529
15626,7844.3996338738225
15627,6485.45328973583
15628,5701.57620873288
15629,4794.627614047118
15630,7116.890430574965
15631,6160.756468655099
15632,3257.039115362496
15633,2904.7359367422423
15634,5555.763773617496
15635,5674.091199876489
15636,5653.789140527968
15637,4869.310779871782
15638,4018.6594110107853
15639,8321.986062051972
15640,4906.997754870126
15641,5556.096375331352
15642,5917.897705923362
15643,6504.787402089022
15644,6259.652196634462
15645,5621.112164690208
15646,7278.139867029074
15647,4728.282775399185
15648,4364.203678495952
15649,4237.9231573368215
15650,4370.651185059914
15651,6377.192642586099
15652,7268.288261225428
15653,8267.849569451195
15654,7201.136865619069
15655,3931.4792776011373
15656,5732.083816932497
15657,7245.356569960085
15658,5393.4000847263715
15659,7700.582813835351
15660,4008.7426938437675
15661,7853.149654404765
15662,7065.056947199958
15663,4798.3413101647775
15664,5661.686671975599
15665,5802.435728560157
15666,6424.016166198108
15667,6396.171356443073
15668,6936.358421836497
15669,6778.315012301545
15670,5683.64721025179
15671,7582.849971498982
15672,7073.130477866541
15673,2699.2703283434794
15674,5170.998843139611
15675,6010.104640345723
15676,8610.178649190959
15677,7990.599152102856
15678,7335.535216826195
15679,6397.349621933175
15680,6718.301277171416
15681,3331.416066673776
15682,8052.941558293717
15683,6165.964054931242
15684,5620.801607235378
15685,5225.876483355035
15686,7958.993896627712
15687,7287.301441991386
15688,6794.536236320734
15689,6790.606902502149
15690,5040.216564279337
15691,8006.127613605627
15692,4157.521091391333
15693,5784.856443175113
15694,6230.0702578552455
15695,4601.821552297909
15696,7108.65736918472
15697,6039.5059129223555
15698,6178.0233279597405
15699,5683.658995866631
15700,6568.576908759392
15701,5139.1832675782
15702,4683.287426118096
15703,8297.614211411696
15704,5815.400045012148
15705,6731.115842713733
15706,5045.8483344959395
15707,5412.512710883613
15708,8007.349062648619
15709,7188.5439518692865
15710,6878.428702054914
15711,6574.274202309995
15712,6768.7529337357655
15713,6476.59027538496
15714,4929.49035455668
15715,5627.4572017991
15716,5065.686364321955
15717,4255.957884199824
15718,6120.37090946157
15719,5500.679107917801
15720,5579.962680970561
15721,4009.538891763832
15722,6570.895539958089
15723,3131.3092183667823
15724,6816.583256826508
15725,3362.261873424047
15726,6014.991166078479
15727,6644.851948570485
15728,5888.094997452021
15729,5681.787025118997
15730,4915.682951016375
15731,8612.99533156908
15732,6507.8023375993425
15733,5722.196124834197
15734,5883.032366939962
15735,8113.415226231978
15736,6606.2262327869275
15737,7075.316847914374
15738,6689.128872650909
15739,5615.052400572665
15740,7284.834888411114
15741,6453.190756341733
15742,6594.968291037031
15743,2325.73042028245
15744,7476.330008709753
15745,5102.842355056714
15746,4177.323110295191
15747,7328.905835581953
15748,6637.4561946700605
15749,4319.936831151587
15750,5599.908164523714
15751,4746.222832188045
15752,3794.428922974147
15753,7245.755608712249
15754,4665.293742641536
15755,4968.023128006965
15756,5371.146842653925
15757,6162.987411787549
15758,4104.011113850479
15759,5762.9043586098105
15760,8257.179879008025
15761,3357.087606871434
15762,3944.606770206382
15763,3844.4818284945222
15764,5067.845934364376
15765,5757.2669923532185
15766,4873.71626396131
15767,6689.297614906668
15768,6081.586713254961
15769,7426.693869881238
15770,5475.099398673599
15771,6305.405449581992
15772,7515.660579056149
15773,5810.444605647256
15774,5828.146594261626
15775,5612.10448326595
15776,7916.675692960159
15777,6868.17480561725
15778,5736.3272985159265
15779,6528.014753244705
15780,4297.41370847983
15781,6271.503950450559
15782,5744.652766346481
15783,6021.568961809898
15784,7840.930555937736
15785,5282.743589940041
15786,5636.382348490893
15787,5092.407909916926
15788,7739.771899793151
15789,5711.371767614984
15790,4426.533188947022
15791,5098.708077762806
15792,7626.25264173073
15793,6030.7545967506285
15794,4342.418001065585
15795,4095.01666687962
15796,7436.648720274688
15797,8195.732543240352
15798,6044.4167450305995
15799,5416.083957349941
15800,2836.670602813766
15801,6139.086620508057
15802,4592.7364123791185
15803,5283.453208346579
15804,7700.208349954896
15805,5360.35608126433
15806,6042.087484770804
15807,5466.288054468099
15808,6801.0954592517055
15809,5544.077912873942
15810,7072.814080253757
15811,5923.940934620354
15812,8201.980060484351
15813,5454.643461037605
15814,7845.479540600066
15815,5964.688374260835
15816,5525.213270077325
15817,6466.019042067916
15818,4507.134964461314
15819,6693.328536243237
15820,6269.323467863059
15821,6554.487952331737
15822,5610.635578625398
15823,5801.938899731113
15824,4293.605238568275
15825,7668.708310738787
15826,4836.747851576135
15827,6281.072438349781
15828,5929.663614999293
15829,7151.211268013684
15830,7304.23824402425
15831,5557.621193957067
15832,7615.6351522373325
15833,3985.7521661592145
15834,6914.268305230148
15835,5683.594078815875
15836,5640.181508311188
15837,6323.930870174309
15838,7567.312515280985
15839,7000.915867327422
15840,5412.10571966235
15841,6310.252558919193
15842,7221.526386127246
15843,8077.882336496153
15844,7630.26468350668
15845,4468.759605966811
15846,6954.425193826707
15847,5608.722702865981
15848,5529.718964427887
15849,7802.984416991853
15850,6062.265292324588
15851,6229.486417807829
15852,3757.8028784338258
15853,7204.7492912929565
15854,6347.8603750613465
15855,6080.7240941946475
15856,4777.589861219627
15857,6247.955473979265
15858,7037.329100303986
15859,6956.346495326222
15860,4489.658037272524
15861,5500.375240546108
15862,5897.677943442675
15863,5736.394343231036
15864,4327.45831440262
15865,6558.766947562862
15866,4065.1989957843007
15867,3539.4787521167727
15868,5233.705933743142
15869,7431.905613588978
15870,3199.36937076744
15871,5957.374214880566
15872,7088.580846285407
15873,6178.959938913186
15874,5222.502634918486
15875,6085.2706240244115
15876,5841.715436601988
15877,4763.627419138869
15878,6522.88635919981
15879,5194.968338937787
15880,5108.278570553423
15881,7106.413390400238
15882,6320.150115785777
15883,7843.158432307912
15884,6425.766484944342
15885,6660.83463950044
15886,6942.672719752773
15887,5629.814228803766
15888,7007.789811057012
15889,6325.815685022676
15890,5315.300357850646
15891,3449.993200197321
15892,5703.327218605879
15893,5469.871714361222
15894,2189.2606766599392
15895,3125.2675053151943
15896,5424.240547765492
15897,4742.254437038239
15898,6451.641506881623
15899,6288.985262522462
15900,5699.3027942852
15901,7369.0508890210485
15902,7771.9202416478665
15903,6081.185674506888
15904,5568.218439335138
15905,5680.402168455051
15906,5908.814626702859
15907,6556.205257894785
15908,7566.064291333897
15909,6809.396779889449
15910,7392.609771719836
15911,4262.866196369572
15912,6896.2267238407485
15913,5548.216469872463
15914,5614.114363983895
15915,7134.932119483116
15916,7041.945949017559
15917,6657.330534947484
15918,4684.103023974592
15919,7648.404386445641
15920,5347.108047366873
15921,6328.693623934617
15922,5545.885903916274
15923,6431.936679756777
15924,7765.66616265866
15925,7893.331427002865
15926,7464.3316943542295
15927,7292.187991702795
15928,6190.760255656535
15929,5970.611013269211
15930,5283.640185384818
15931,6637.616349317049
15932,5074.383555272243
15933,5618.014326000763
15934,5174.306549211489
15935,7605.310208253802
15936,7239.628951661788
15937,4295.475761443843
15938,5272.698481305854
15939,3476.829564917577
15940,4685.575011013769
15941,5104.161726707581
15942,6642.137661668029
15943,7022.5085248470705
15944,6436.402624525887
15945,7611.792135033505
15946,6137.511757525609
15947,5679.758109874875
15948,7284.499724080336
15949,6485.158478013637
15950,6467.503099478411
15951,5203.868297652797
15952,8075.048339158969
15953,6569.488236487158
15954,7328.536426524578
15955,7082.660472073217
15956,5872.18149725884
15957,7218.354556712303
15958,2459.4301827141962
15959,6308.7295442076565
15960,8084.688348057593
15961,7335.891166118404
15962,5308.429075412873
15963,5752.575375085217
15964,6848.471285464498
15965,6379.386997211207
15966,4336.511761039109
15967,6422.024401186961
15968,7770.009744794838
15969,5778.551396487063
15970,6976.949155312711
15971,3818.86059331488
15972,6629.580281542317
15973,4782.545397159819
15974,5377.941983152625
15975,6724.835544554197
15976,5691.762685328399
15977,7128.305053445906
15978,7692.060673644141
15979,4859.8150621052655
15980,5053.011405845996
15981,4621.192356803119
15982,6768.776312840454
15983,3955.5848008005223
15984,4261.513316945734
15985,6582.323157202724
15986,7427.323818842185
15987,7071.4787306743065
15988,6740.035238636491
15989,5304.465522251037
15990,5477.149452583388
15991,6405.52131927322
15992,6549.812417472597
15993,4463.104305154314
15994,7381.639767277612
15995,5015.553997833142
15996,6646.75221960685
15997,5829.367410442582
15998,7226.155508848681
15999,5038.347780566519
16000,7993.289974240023
16001,8214.086922041264
16002,7841.283688698407
16003,4966.380760886425
16004,6016.370731136022
16005,5174.055139794238
16006,5430.137427118921
16007,5739.750692652199
16008,6527.52842411377
16009,4068.378839549474
16010,4064.901316490588
16011,7152.551417310394
16012,4393.602902546848
16013,7442.1869205178145
16014,6515.24204353878
16015,8084.340289725921
16016,6627.409177437355
16017,5779.066953862048
16018,5516.375816623729
16019,8418.704531578882
16020,6575.906995053
16021,4332.704279811663
16022,5101.298502903474
16023,8088.120821416095
16024,6567.000586562916
16025,5690.023232090957
16026,5660.670984740559
16027,6523.831367909715
16028,6441.894810097977
16029,6389.659213089585
16030,5495.769107934048
16031,4767.919580281496
16032,5421.185451294515
16033,6887.944559833487
16034,3995.1315935065804
16035,6972.305223925366
16036,5657.532909226669
16037,6123.2517851322755
16038,4319.893975556721
16039,6653.511140413087
16040,4032.985120387043
16041,8272.307343049233
16042,7152.142286308158
16043,4142.237073026639
16044,4948.22922206764
16045,7110.524020186328
16046,8431.510560737435
16047,7419.083746059671
16048,6038.549531887941
16049,6201.193798650885
16050,5851.179018779343
16051,5347.899331633009
16052,6050.15949307979
16053,5358.3810314792
16054,6565.165874127898
16055,6130.853217286053
16056,5251.574529457361
16057,6082.522929387971
16058,6550.116261773322
16059,5723.025945350976
16060,6224.022654316325
16061,4472.828508811089
16062,5501.573066536324
16063,6435.920048638399
16064,5421.1744601416685
16065,6872.009088734386
16066,5051.795485120377
16067,3237.4841564471326
16068,5771.248699673905
16069,7222.270522542097
16070,7049.88289941432
16071,5456.964230848789
16072,2495.2695789037016
16073,4165.033932943484
16074,7809.589284589428
16075,6489.122329014513
16076,8491.124197336809
16077,4834.734185215285
16078,5070.37791939758
16079,7545.083468191836
16080,7237.275824049623
16081,4015.9978050481686
16082,6102.495257161746
16083,6158.817633552625
16084,5894.1398206480635
16085,5087.57640188859
16086,5573.713696865151
16087,6707.44861307585
16088,6129.869751753424
16089,4615.78119190428
16090,6005.917301633486
16091,5428.101946222067
16092,4408.503452897246
16093,5561.234291170533
16094,5256.037481803084
16095,4053.712164869895
16096,3873.6996940481067
16097,5392.113054827696
16098,6332.830101289116
16099,6815.697521763591
16100,4283.927084367055
16101,7569.025986517589
16102,7349.726313896831
16103,4686.658332949755
16104,7541.837208640362
16105,7117.35135950725
16106,6406.9863042404
16107,4099.657533659389
16108,7411.651122433807
16109,5634.426089605352
16110,5834.228424283619
16111,7344.207946249219
16112,4322.714149622885
16113,5482.376522964142
16114,6425.264977813463
16115,8212.51441963284
16116,6460.25313962525
16117,5943.689548798361
16118,3143.664450405875
16119,3838.1266233762226
16120,7735.900497693611
16121,4211.413847059236
16122,6586.463068355907
16123,7625.721411547832
16124,7419.749491519114
16125,8126.159169625923
16126,7589.979752182672
16127,4246.262694827653
16128,3769.8921393690207
16129,2428.578681864191
16130,4747.549561336898
16131,5292.887340803457
16132,8114.320172542683
16133,5698.0516982537365
16134,7044.13183366218
16135,6405.0149601575295
16136,6045.237720495226
16137,5983.834852737048
16138,7684.413354413867
16139,6989.070120185598
16140,4222.201015970677
16141,5314.433318911247
16142,8151.452231915174
16143,6160.814886031464
16144,3708.637987999781
16145,5408.206309850432
16146,5949.189647924311
16147,6331.920275804731
16148,5350.904021705119
16149,7072.0668475404445
16150,3004.159815220808
16151,5534.147728081875
16152,4960.454288438801
16153,3389.9656456305975
16154,3603.2818297758367
16155,7643.293774595509
16156,4985.709624969093
16157,4694.625345667976
16158,4614.826371629811
16159,6712.417930517498
16160,7239.45375823417
16161,7227.567314284449
16162,7091.366329995052
16163,5430.365619147112
16164,6528.453930798268
16165,7904.643091798996
16166,5355.264494562321
16167,5685.455170294439
16168,5317.131646071163
16169,4225.801280988128
16170,7258.309966284784
16171,7135.693366389595
16172,5778.523348737035
16173,6714.900719811197
16174,4529.833899346851
16175,7668.617466520772
16176,6468.478596872644
16177,4584.753662148395
16178,7628.021204124773
16179,5788.053834579066
16180,3770.277129590132
16181,4721.058212693423
16182,5970.307350655533
16183,7439.713961295308
16184,5691.3404332566315
16185,6959.40970832913
16186,6731.824546111099
16187,8188.6879903988365
16188,2920.6104185123686
16189,6076.582464608736
16190,7351.049180432724
16191,6372.470371058894
16192,4135.840888531343
16193,6950.5078411293825
16194,5686.037248052723
16195,5876.949591166436
16196,6054.74870755906
16197,7028.537389221284
16198,7832.266627963115
16199,5711.722117988567
16200,5926.709559548988
16201,6436.541636002467
16202,6395.512269958056
16203,5517.273393740946
16204,7668.1424704841675
16205,7849.111424072961
16206,6471.021297527302
16207,5408.367482664353
16208,5802.493784690995
16209,6220.376394634563
16210,6667.010024305414
16211,5685.527352047993
16212,6014.887191709836
16213,4287.08036658469
16214,5635.393504547583
16215,5761.177655896053
16216,6495.793104185387
16217,6473.744929814781
16218,6440.405578782108
16219,4443.984926265666
16220,6827.073530828521
16221,4298.5453394311135
16222,5425.107179281943
16223,5512.993727691513
16224,5133.49676805588
16225,6834.487435925569
16226,6151.430321969246
16227,4328.055952678081
16228,6324.376265349932
16229,6385.180951309386
16230,4218.636945022556
16231,7101.857948070329
16232,5612.368306969772
16233,5020.874329676316
16234,3811.3152811033897
16235,4253.470040723365
16236,6494.634544397925
16237,7960.566682864882
16238,5991.017529199338
16239,7552.322348091736
16240,4089.0033431299744
16241,5971.551564016853
16242,4760.818387108813
16243,6493.705075460558
16244,4735.111237325281
16245,5394.417712675727
16246,5650.111812405559
16247,4328.375886739167
16248,4801.961836818221
16249,3730.7402120552388
16250,3843.6418583901086
16251,5502.389497221236
16252,8190.562886952971
16253,5317.480031652526
16254,5635.789615339642
16255,4968.072262465385
16256,7805.480999372091
